year,period,geo_level,state,state_ansi,crop,data_item,domain,domain_category,yield_bu_per_acre
2004,YEAR - AUG FORECAST,STATE,MARYLAND,24.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,38.0
2004,YEAR - AUG FORECAST,STATE,MICHIGAN,26.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,33.0
2004,YEAR - AUG FORECAST,STATE,MINNESOTA,27.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,40.0
2004,YEAR - AUG FORECAST,STATE,MISSISSIPPI,28.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,34.0
2004,YEAR - AUG FORECAST,STATE,MISSOURI,29.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,36.0
2004,YEAR - AUG FORECAST,STATE,NEBRASKA,31.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,46.0
2004,YEAR - AUG FORECAST,STATE,NEW JERSEY,34.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,36.0
2004,YEAR - AUG FORECAST,STATE,NEW YORK,36.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,36.0
2004,YEAR - AUG FORECAST,STATE,NORTH CAROLINA,37.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,30.0
2004,YEAR - AUG FORECAST,STATE,NORTH DAKOTA,38.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,31.0
2004,YEAR - AUG FORECAST,STATE,OHIO,39.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,40.0
2004,YEAR - AUG FORECAST,STATE,OKLAHOMA,40.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,27.0
2004,YEAR - AUG FORECAST,STATE,OTHER STATES,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,39.2
2004,YEAR - AUG FORECAST,STATE,PENNSYLVANIA,42.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,42.0
2004,YEAR - AUG FORECAST,STATE,SOUTH CAROLINA,45.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,25.0
2004,YEAR - AUG FORECAST,STATE,SOUTH DAKOTA,46.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,33.0
2004,YEAR - AUG FORECAST,STATE,TENNESSEE,47.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,37.0
2004,YEAR - AUG FORECAST,STATE,TEXAS,48.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,31.0
2004,YEAR - AUG FORECAST,STATE,VIRGINIA,51.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,36.0
2004,YEAR - AUG FORECAST,STATE,WISCONSIN,55.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,36.0
2004,YEAR - NOV FORECAST,STATE,ALABAMA,1.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,37.0
2004,YEAR - NOV FORECAST,STATE,ARKANSAS,5.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,40.0
2004,YEAR - NOV FORECAST,STATE,DELAWARE,10.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,42.0
2004,YEAR - NOV FORECAST,STATE,GEORGIA,13.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,30.0
2004,YEAR - NOV FORECAST,STATE,ILLINOIS,17.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,50.0
2004,YEAR - NOV FORECAST,STATE,INDIANA,18.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,53.0
2004,YEAR - NOV FORECAST,STATE,IOWA,19.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,49.0
2004,YEAR - NOV FORECAST,STATE,KANSAS,20.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,41.0
2004,YEAR - NOV FORECAST,STATE,KENTUCKY,21.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,42.0
2004,YEAR - NOV FORECAST,STATE,LOUISIANA,22.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,31.0
2004,YEAR - NOV FORECAST,STATE,MARYLAND,24.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,42.0
2004,YEAR - NOV FORECAST,STATE,MICHIGAN,26.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,36.0
2004,YEAR - NOV FORECAST,STATE,MINNESOTA,27.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,34.0
2004,YEAR - NOV FORECAST,STATE,MISSISSIPPI,28.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,39.0
2004,YEAR - NOV FORECAST,STATE,MISSOURI,29.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,46.0
2004,YEAR - NOV FORECAST,STATE,NEBRASKA,31.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,48.0
2004,YEAR - NOV FORECAST,STATE,NEW JERSEY,34.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,42.0
2004,YEAR - NOV FORECAST,STATE,NEW YORK,36.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,36.0
2004,YEAR - NOV FORECAST,STATE,NORTH CAROLINA,37.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,33.0
2004,YEAR - NOV FORECAST,STATE,NORTH DAKOTA,38.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,25.0
2004,YEAR - NOV FORECAST,STATE,OHIO,39.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,47.0
2004,YEAR - NOV FORECAST,STATE,OKLAHOMA,40.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,30.0
2004,YEAR - NOV FORECAST,STATE,OTHER STATES,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,34.2
2004,YEAR - NOV FORECAST,STATE,PENNSYLVANIA,42.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,47.0
2004,YEAR - NOV FORECAST,STATE,SOUTH CAROLINA,45.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,27.0
2004,YEAR - NOV FORECAST,STATE,SOUTH DAKOTA,46.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,34.0
2004,YEAR - NOV FORECAST,STATE,TENNESSEE,47.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,40.0
2004,YEAR - NOV FORECAST,STATE,TEXAS,48.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,31.0
2004,YEAR - NOV FORECAST,STATE,VIRGINIA,51.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,37.0
2004,YEAR - NOV FORECAST,STATE,WISCONSIN,55.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,35.0
2004,YEAR - OCT FORECAST,STATE,ALABAMA,1.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,37.0
2004,YEAR - OCT FORECAST,STATE,ARKANSAS,5.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,40.0
2004,YEAR - OCT FORECAST,STATE,DELAWARE,10.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,42.0
2004,YEAR - OCT FORECAST,STATE,GEORGIA,13.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,30.0
2004,YEAR - OCT FORECAST,STATE,ILLINOIS,17.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,49.0
2004,YEAR - OCT FORECAST,STATE,INDIANA,18.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,51.0
2004,YEAR - OCT FORECAST,STATE,IOWA,19.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,47.0
2004,YEAR - OCT FORECAST,STATE,KANSAS,20.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,41.0
2004,YEAR - OCT FORECAST,STATE,KENTUCKY,21.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,42.0
2004,YEAR - OCT FORECAST,STATE,LOUISIANA,22.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,31.0
2004,YEAR - OCT FORECAST,STATE,MARYLAND,24.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,41.0
2004,YEAR - OCT FORECAST,STATE,MICHIGAN,26.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,35.0
2004,YEAR - OCT FORECAST,STATE,MINNESOTA,27.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,36.0
2004,YEAR - OCT FORECAST,STATE,MISSISSIPPI,28.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,39.0
2004,YEAR - OCT FORECAST,STATE,MISSOURI,29.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,44.0
2004,YEAR - OCT FORECAST,STATE,NEBRASKA,31.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,47.0
2004,YEAR - OCT FORECAST,STATE,NEW JERSEY,34.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,42.0
2004,YEAR - OCT FORECAST,STATE,NEW YORK,36.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,36.0
2004,YEAR - OCT FORECAST,STATE,NORTH CAROLINA,37.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,32.0
2004,YEAR - OCT FORECAST,STATE,NORTH DAKOTA,38.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,27.0
2004,YEAR - OCT FORECAST,STATE,OHIO,39.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,46.0
2004,YEAR - OCT FORECAST,STATE,OKLAHOMA,40.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,30.0
2004,YEAR - OCT FORECAST,STATE,OTHER STATES,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,34.2
2004,YEAR - OCT FORECAST,STATE,PENNSYLVANIA,42.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,45.0
2004,YEAR - OCT FORECAST,STATE,SOUTH CAROLINA,45.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,26.0
2004,YEAR - OCT FORECAST,STATE,SOUTH DAKOTA,46.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,34.0
2004,YEAR - OCT FORECAST,STATE,TENNESSEE,47.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,40.0
2004,YEAR - OCT FORECAST,STATE,TEXAS,48.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,31.0
2004,YEAR - OCT FORECAST,STATE,VIRGINIA,51.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,37.0
2004,YEAR - OCT FORECAST,STATE,WISCONSIN,55.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,35.0
2004,YEAR - SEP FORECAST,STATE,ALABAMA,1.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,35.0
2004,YEAR - SEP FORECAST,STATE,ARKANSAS,5.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,39.0
2004,YEAR - SEP FORECAST,STATE,DELAWARE,10.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,41.0
2004,YEAR - SEP FORECAST,STATE,GEORGIA,13.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,30.0
2004,YEAR - SEP FORECAST,STATE,ILLINOIS,17.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,44.0
2004,YEAR - SEP FORECAST,STATE,INDIANA,18.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,45.0
2004,YEAR - SEP FORECAST,STATE,IOWA,19.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,40.0
2004,YEAR - SEP FORECAST,STATE,KANSAS,20.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,37.0
2004,YEAR - SEP FORECAST,STATE,KENTUCKY,21.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,41.0
2004,YEAR - SEP FORECAST,STATE,LOUISIANA,22.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,31.0
2004,YEAR - SEP FORECAST,STATE,MARYLAND,24.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,38.0
2004,YEAR - SEP FORECAST,STATE,MICHIGAN,26.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,31.0
2004,YEAR - SEP FORECAST,STATE,MINNESOTA,27.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,36.0
2004,YEAR - SEP FORECAST,STATE,MISSISSIPPI,28.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,37.0
2004,YEAR - SEP FORECAST,STATE,MISSOURI,29.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,38.0
2004,YEAR - SEP FORECAST,STATE,NEBRASKA,31.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,45.0
2004,YEAR - SEP FORECAST,STATE,NEW JERSEY,34.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,40.0
2004,YEAR - SEP FORECAST,STATE,NEW YORK,36.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,33.0
2004,YEAR - SEP FORECAST,STATE,NORTH CAROLINA,37.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,32.0
2004,YEAR - SEP FORECAST,STATE,NORTH DAKOTA,38.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,26.0
2004,YEAR - SEP FORECAST,STATE,OHIO,39.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,40.0
2004,YEAR - SEP FORECAST,STATE,OKLAHOMA,40.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,32.0
2004,YEAR - SEP FORECAST,STATE,OTHER STATES,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,38.7
2004,YEAR - SEP FORECAST,STATE,PENNSYLVANIA,42.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,43.0
2004,YEAR - SEP FORECAST,STATE,SOUTH CAROLINA,45.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,26.0
2004,YEAR - SEP FORECAST,STATE,SOUTH DAKOTA,46.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,33.0
2004,YEAR - SEP FORECAST,STATE,TENNESSEE,47.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,39.0
2004,YEAR - SEP FORECAST,STATE,TEXAS,48.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,31.0
2004,YEAR - SEP FORECAST,STATE,VIRGINIA,51.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,36.0
2004,YEAR - SEP FORECAST,STATE,WISCONSIN,55.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,33.0
2003,YEAR,STATE,ALABAMA,1.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,36.0
2003,YEAR,STATE,ARKANSAS,5.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,38.5
2003,YEAR,STATE,DELAWARE,10.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,36.0
2003,YEAR,STATE,FLORIDA,12.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,30.0
2003,YEAR,STATE,GEORGIA,13.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,34.0
2003,YEAR,STATE,ILLINOIS,17.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,37.0
2003,YEAR,STATE,INDIANA,18.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,38.0
2003,YEAR,STATE,IOWA,19.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,32.5
2003,YEAR,STATE,KANSAS,20.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,23.0
2003,YEAR,STATE,KENTUCKY,21.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,43.5
2003,YEAR,STATE,LOUISIANA,22.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,34.0
2003,YEAR,STATE,MARYLAND,24.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,37.0
2003,YEAR,STATE,MICHIGAN,26.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,27.5
2003,YEAR,STATE,MINNESOTA,27.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,32.0
2003,YEAR,STATE,MISSISSIPPI,28.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,39.0
2003,YEAR,STATE,MISSOURI,29.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,29.5
2003,YEAR,STATE,NEBRASKA,31.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,40.5
2003,YEAR,STATE,NEW JERSEY,34.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,34.0
2003,YEAR,STATE,NEW YORK,36.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,35.0
2003,YEAR,STATE,NORTH CAROLINA,37.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,30.0
2003,YEAR,STATE,NORTH DAKOTA,38.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,29.0
2003,YEAR,STATE,OHIO,39.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,38.5
2003,YEAR,STATE,OKLAHOMA,40.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,26.0
2003,YEAR,STATE,PENNSYLVANIA,42.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,41.0
2003,YEAR,STATE,SOUTH CAROLINA,45.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,28.0
2003,YEAR,STATE,SOUTH DAKOTA,46.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,27.5
2003,YEAR,STATE,TENNESSEE,47.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,42.0
2003,YEAR,STATE,TEXAS,48.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,29.0
2003,YEAR,STATE,VIRGINIA,51.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,34.0
2003,YEAR,STATE,WEST VIRGINIA,54.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,41.0
2003,YEAR,STATE,WISCONSIN,55.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,28.0
2003,YEAR - AUG FORECAST,STATE,ALABAMA,1.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,28.0
2003,YEAR - AUG FORECAST,STATE,ARKANSAS,5.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,34.0
2003,YEAR - AUG FORECAST,STATE,DELAWARE,10.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,30.0
2003,YEAR - AUG FORECAST,STATE,GEORGIA,13.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,33.0
2003,YEAR - AUG FORECAST,STATE,ILLINOIS,17.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,43.0
2003,YEAR - AUG FORECAST,STATE,INDIANA,18.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,43.0
2003,YEAR - AUG FORECAST,STATE,IOWA,19.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,46.0
2003,YEAR - AUG FORECAST,STATE,KANSAS,20.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,26.0
2003,YEAR - AUG FORECAST,STATE,KENTUCKY,21.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,36.0
2003,YEAR - AUG FORECAST,STATE,LOUISIANA,22.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,32.0
2003,YEAR - AUG FORECAST,STATE,MARYLAND,24.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,31.0
2003,YEAR - AUG FORECAST,STATE,MICHIGAN,26.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,39.0
2003,YEAR - AUG FORECAST,STATE,MINNESOTA,27.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,43.0
2003,YEAR - AUG FORECAST,STATE,MISSISSIPPI,28.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,32.0
2003,YEAR - AUG FORECAST,STATE,MISSOURI,29.0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,34.0
